id,title,company,industry,location,salary,employment_type,experience,education,posted_date,closing_date,contact_email,contact_phone,apply_instructions,description,requirements,url,source
37820,"Request For Quotation for REQ No. SDF-G-02 Supply, Installment, Delivery of PIU ICT Equipment (Re-advertisement)",Skills Development Fund,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05-Jan-2026,TO:info@sdfcambodia.org,023 901 583,N/A,"The Royal Government
of
Cambodia (RGC) has established
Skills
Development Fund (SDF)
in
March 2018. SDF has
a
loan
from
the World Bank toward
the
cost
of
Skills
for
Better Jobs
Project
and it intends
to
apply part
of
the proceeds
of
this loan
to
payment under
the
contract
for
the Contract No. SDF-G-02
for
the Supply, Installment, Delivery
of
PIU ICT Equipment
for SDF.
The
eligibility
of
bidders
and
of goods
and
services offered
are
subject
to
the applicable rules
of
the World Bank (WB).","8th Floor, BDC Building, OCIC Blvd, Sangkat Chroy Changvar, Khan Chroy Changvar, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/request_for_quotation_for_req_no_sdf_g_0_37820.html,BongThom
37817,Various Positions,"Niyum Trading Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,14-Jan-2026,TO:simyin9@gmail.com,096 489 5575,N/A,"Niyum Trading Co., Ltd.
is
one
of
Cambodia’s leading import
and
export companies, specializing
in
high-quality products
from
around
the
world. Our dedicated sales team focuses
on
efficient
sourcing
and
nationwide distribution
, while our
strategic marketing
team works closely
with
clients
and
partners
to
ensure strong
market
presence
and
lasting
business
relationships.","Sangkat Khmuonh, Khan Sen Sok, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/various_positions_37817.html,BongThom
37815,បុគ្គលិកផ្នែកលេខាធិការ,Lycée Français René Descartes,N/A,N/A,$948 - $1561,N/A,N/A,Educational (schools / universities etc.),N/A,14-Jan-2026,TO:recrutement@lfrd.net,N/A,N/A,វិទ្យាល័យ​បារាំង​ រឺ​ណេដេកាត ភ្នំពេញ​ គឺជា​សាលា​បារាំង​មួយ​ ក្នុងចំណោម​សាលា​បារាំង​អន្តរជាតិ​ទាំង​៥៨០ ដែល​មានការ​ទទួលស្គាល់​ដោយ​ក្រសួង​អប់រំ​បារាំង​។ សាលា​ត្រូវ​បាន​បង្កើត​ចេញពី​បណ្តា​ញភ្នាក់ងារ​នៃ​ការ​បង្រៀន​ភាសាបារាំង​នៅ​តាម​បណ្តាប្រទេសនា​នា​។ អាស្រ័យ​ដូចនេះ​ សាលា​ផ្តល់កម្មវិធីសិក្សា​អប់រំ​ពី​កម្រិត​ថ្នាក់​បឋមសិក្សា​ ដល់​ ថ្នាក់​វិទ្យាល័យ​ ដោយ​គោរព​ទៅតាម​កម្មវិធីសិក្សា​ពេញលេញ​របស់​ប្រទេស​បារាំង​។,"St. 96, Sangkat Wat Phnum, Khan Doun Penh, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/view_detail_37815.html,BongThom
37814,Accounting Officer,"PO2 Investment Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,14-Jan-2026,TO:hr.seniorofficer@hmdasia.com,077 841 991,N/A,"Apply Now
Workplace Circumstances
Environment:
Office
Languages:
Khmer, English
Location:
Phnom Penh","#89 Road, Boeung Kak Area, Borey Residence 90, Phum 1, Sangkat Srah Chak, Khan Doun Penh, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/accounting_officer_37814.html,BongThom
37813,Accounting and Finance Officer,Ontario International School,N/A,N/A,Negotiable,N/A,N/A,Educational (schools / universities etc.),N/A,14-Jan-2026,TO:uttarasok@gmail.com,N/A,N/A,"Established
in
2017, Ontario International School
is
committed
to
providing excellent care
and
educational programs
for
infants
and
children, which blend fun
and
learning
in
a safe, secure, stimulating,
and
student-centered environment. Ontario
is
a private, international standard school that adopts
the
Outcome-Based Curricula
from
Canada
and
Cambodia. Responding
to
the increasing number
of
students, we
are
looking
for
a qualified
candidate
for
the
following position:","Building 558 Russian Blvd., Sangkat Kakab, Khan Pur SenChey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/accounting_and_finance_officer_37813.html,BongThom
37811,"B2B Sales Manager, Digital Transformation and IT Coordinator, Food Safety and Quality Assurance",Eleven One Kitchen,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,14-Jan-2026,TO:hr@elevenone-kitchen.com,098 219 333,N/A,"Eleven One Kitchen
is
expanding our canteen operations, catering services, dine-in restaurants,
and
bakery business. We
are
looking
for
qualified
candidate
to
fill
for
the
position below.","#37 Street 123 (corner of 460), Sangkat Tuol Tumpung Ti Muoy, Khan Chamkar Mon, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/b2b_sales_manager_digital_transformation_37811.html,BongThom
37812,"Clusters Marketing Officer, and Sous Chef Bakery",Smiling Gecko Cambodia,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,14-Jan-2026,TO:recruitment@smilinggecko-cambodia.org,N/A,N/A,"Smiling Gecko
Cambodia
(SGC)
was
officially registered
in
2014
as
a local non-profit NGO
in
Cambodia. It provides direct aid
in
the form
of
finance
and
other
support
to
the
needy
in
Cambodia, sponsoring
projects
that
are
sustainable both
from
an ecological
and
economic standpoint.","Srae Sar, Tbaeng Khpos Commune, Sameakki Mean Chey District, Kampong Chhnang Province, Cambodia",https://www.bongthom.com/job_detail/clusters_marketing_officer_and_sous_chef_37812.html,BongThom
37808,Request For Proposals (RFP) - External Audit Services – Financial Year 2025,"Rising Phoenix Co., Ltd.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,14-Jan-2026,TO:bunthi@risingphoenix.ltd,N/A,N/A,"Rising Phoenix Co., Ltd.,
a
Cambodian-registered Private Limited Company operating
as
a social enterprise, hereby invites qualified
and
licensed audit
and
accounting firms operating
in
Cambodia
to
submit proposals
for
the external audit
of
its financial statements
for
the fiscal
year
ended
31 December 2025
.","1st Floor, 111 Norodom Blvd, Sangkat Chakto Mukh, Khan Doun Penh, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/request_for_proposals_rfp_external_audit_37808.html,BongThom
37809,Policy Legal and Advocacy Manager,Cooperation Committee for Cambodia,N/A,N/A,$1400 - $1500 Other Benefits,N/A,N/A,N/A,N/A,09-Jan-2026,TO:recruitment@ccc-cambodia.org,023 214 152,N/A,"As
the
leading
and
longest established membership organization
in
Cambodia,
the
Cooperation Committee
for
Cambodia (CCC) has played
a
unique
role
since 1990 by
working
in inclusive partnership
for
good governance, enabling environment,
and
sustainability
of
the Civil Society Organizations that
are
working across diverse sectors
in
Cambodia.","# 9-11, Street 476, Sangkat Tuol Tumpung Ti Muoy, Khan Chamkar Mon, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/policy_legal_and_advocacy_manager_37809.html,BongThom
37804,Electrical Engineer,"C W I S E Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,13-Jan-2026,TO:sekyoeurn@gmail.com,N/A,N/A,"Apply Now
Workplace Circumstances
Environment:
Office
Languages:
Khmer, English
Location:
Phnom Penh
Position Circumstances
Career Category:
Engineering, Engineer - Electrical
Schedule:
Full-time
Salary:
Negotiable
Position Summary
CWISE
is
seeking
a
motivated
and
detail‑oriented Electrical Engineer
to
support both
project
studies
and
implementation activities.
The
role involves close coordination
with
the technical teams
of
partner organizations, contributing
to
electrical system
design
and cost estimation,
and
preparing high‑quality CAD drawings. Additional responsibilities may
be
assigned
as
needed
to
support
project
delivery.
Environment:
Office
or
on
site
Location: Phom Penh (Main), Province (Occasional)
Expected Profile of Candidates
Languages:
Khmer
- Fluent
English
- Fluent
Qualifications:
Bachelor's Degree
in
electrical engineering
Skills & Knowledge:
General & Technical Skills
Work History: not
a
concern
as
far
as
the
candidate
can start
the
work without training requirement
Demonstrated proficiency
in
electrical engineering principles
and
CAD drafting
Strong coordination, communication,
and
interpersonal skills
Knowledge
of
Digital Transformation concepts
is
an advantage
Willingness
to
continuously develop
and
improve relevant
skills
as needed
Soft Skills
A Khmer National,
fluent
in Khmer language
Fluency
in
written
and
spoken English
Ability
to
work effectively
in
a small, collaborative team environment
A strong passion
for
and
a
commitment
to
CWISE’s team growth
Ability
and
willingness
to
travel within
Cambodia
as needed","#315, St. 907, Toul sangke, Sangkat Tuol Sangkae 1, Khan Russey Keo, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/electrical_engineer_37804.html,BongThom
37803,"Senior Operation, Junior Operation, and Accountant Assistant","56B-Link Supply Chain Management Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,13-Jan-2026,TO:hr@big-link.group,015 368 552,N/A,"We
are
now looking
for
qualified
candidates
to fulfill
the
positions below:","Room 2010, Building C7, Fortune Tower, Olympia City, Phum 7, Sangkat Veal Vong, Khan Prampir Meakkakra, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/senior_operation_junior_operation_and_ac_37803.html,BongThom
37802,Finance and Administration Assistant,DVV International,N/A,N/A,$694,N/A,N/A,the link,N/A,13-Jan-2026,TO:financedvv@gmail.com,N/A,N/A,"DVV International
is
the Institute
for
International Cooperation
of
the Deutscher Volkshochschul-Verband e.V. (DVV),
the
German Adult Education Association. DVV represents
the
interests
of
the approximately 900 Adult Education centres (Volkshochschulen)
and
their state associations,
the
largest further education providers
in
Germany.","#No.106, St.304, Sangkat Boeng Keng Kang Ti Pir, Khan Boeng Keng Kang, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/finance_and_administration_assistant_37802.html,BongThom
37798,Sales and Marketing Manager,Phnom Dei KJC Livestock Training Center,N/A,N/A,$550 - $650,N/A,N/A,N/A,N/A,13-Jan-2026,TO:cambodia@danaasia.org,096 511 1157,N/A,"KJC Farm
is
a social
business
poultry farm
in
Siem Reap, supported by Australian NGO Dana Asia. We raise high-quality chickens
in
biosecurity, international-standard facilities.
All
profits
from
chicken sales
support
local farmers
with
stable jobs, training,
and
income that help families move out
of
poverty.","Phnum Dei, Trapeang Thum Commune, Prasat Bakong District, Siemreap Province, Cambodia",https://www.bongthom.com/job_detail/sales_and_marketing_manager_37798.html,BongThom
37800,Finance Supervisor,"Husk Ventures (Cambodia) Co., Ltd.",N/A,N/A,Opened,N/A,N/A,N/A,N/A,13-Jan-2026,TO:sumsrun@huskventures.com,092 33 64 66,N/A,"Husk Ventures (Cambodia) Co.,Ltd
is
a leading biofertilizer
business
with
a
pioneering model
to
transform rice husk into high-quality organo-mineral
and
organic fertilizers
to
regenerate soils
and
sequester carbon. We have
operations
in
Cambodia
and Vietnam, producing around 5,000 tons
of
product per year.
At
Husk Ventures, we believe
in
fostering teamwork
and
innovation,
and
we
are
committed
to
sustainability
and
positive environmental impact.","Factory Phnom Penh, WorkSpace 1, 1159 NR2, Sangkat Chak Angrae Leu, Khan Mean Chey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/finance_supervisor_37800.html,BongThom
37795,"Social Work Team Leader, និង អ្នកប្រឹក្សាយោបល់",Agape International Missions (AIM),N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,13-Jan-2026,TO:cambodia_recruitment@aimfree.org,093 651 749,N/A,"Agape International Missions (AIM)
was
founded
on
the ground
in
Cambodia
in
1988
as
a humanitarian aid
and
church planting organization. Since 2005, our ministries have focused
on
ending
the
evil
of
child sexual slavery.","Lu, Sangkat Svay Pak, Khan Russey Keo, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/social_work_team_leader_37795.html,BongThom
37793,Social Work Program Coordinator,Paul Dubrule Hotel and Tourism School,N/A,N/A,Negotiable,N/A,N/A,"Social work or student welfare programs, educational environment or youth development projects, working with disadvantaged or vulnerable youth, at least 2 years in a supervisory/coordination role or in a senior position.",N/A,13-Jan-2026,TO:hr@ecolepauldubrule.org,N/A,N/A,"Founded
in
Siem Reap
in
2002, École d’Hôtellerie et de Tourisme Paul Dubrule has progressively established itself
as
one
of
the most renowned vocational education institutions
in
Cambodia.","National Road 6, Kaksekam Village, Srangae Sangkat, Siem Reap Municipality, Siemreap Province, Cambodia",https://www.bongthom.com/job_detail/social_work_program_coordinator_37793.html,BongThom
37789,"Sales Manager, និង បុគ្គលិកផ្នែកលក់",iDE Cambodia,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,06-Jan-2026,TO:cam-recruitment@ideglobal.org,096 606 4678,N/A,"iDE
is
a non-profit international organization
with
over 40
years
of experience
in
delivering market-based programs
in
11 countries, dedicated
to
powering entrepreneurs
to
end poverty. iDE believes that
the
market
is
a powerful force
to
lift people out
of
poverty. We catalyze change
in
markets by incentivizing low-income people
to
establish locally-led scalable solutions that
are
passed down through generations
and
founded
on
mutually beneficial partnerships.","PO Box 1577, House 97A, Street 19BT (Ta Phon), Sangkat Boeng Tumpun, Khan Mean Chey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/sales_manager_37789.html,BongThom
37788,Physician General Practitioner,Singjaya Medical Center,N/A,N/A,Based on the experience (competitive salary),N/A,N/A,N/A,N/A,13-Jan-2026,TO:singjaya@singjayamedical.com,012 587 688,N/A,"Singjaya Medical Center
is
a
new
medical clinic operating
in
Siem Reap, Cambodia. It aims
to
provide
high
quality medical care such as: emergency, general internal medicine, preventive medicine
and
travel medicine consultations.","Sala Kanseng, Svay Dankum Sangkat, Siem Reap Municipality, Siemreap Province, Cambodia",https://www.bongthom.com/job_detail/physician_general_practitioner_37788.html,BongThom
37790,"Vice-President, Business Development",TUX Global Institute,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,13-Jan-2026,TO:hr@tuxglobalinstitute.edu.kh,N/A,N/A,"TUX Global
is
a group
of
companies
in
Japan that has
an
initiative
to
contribute
to
the
development
of human resources
in
technology,
to
pay
the
courtesy
to
Cambodia
and
strengthen
the
relationship between
the
two countries in order to create values
and
opportunities
for
both parties.
The
great initiative has reached
senior
Japanese
and
Cambodian officials
and
with
high
locality.","#822, St. SOS, Sangkat Phnom Penh Thmei, Khan Sen Sok, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/vice_president_business_development_37790.html,BongThom
37786,School Superintendent,Bright Community Cambodia Organization,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,13-Jan-2026,TO:Info.bcco@bcc-kh.org,N/A,N/A,"Bright Community
Cambodia
Organization (BCCO)
is
a local NGO which aims
to
raise up
the
next generation through education. Under our management, we proudly superintend Bright Pailin School
and
Bahuy AGS Primary School, both
of
which uphold
the
standards set by
the
Ministry
of
Education, Youth,
and
Sports
and
located
in
Pailin Province.","#14, E03, Koh Andet Village, Sangkat Tuol Sangkae 2, Khan Russey Keo, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/school_superintendent_37786.html,BongThom
37780,Country Director,WWF-Cambodia,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,18 January 2026,N/A,N/A,N/A,"Want
to
make
a
positive difference
to
the future
of
people
and
our one shared home,
the
Earth?
Working
at WWF could
be
your
opportunity
of
a
lifetime.","#21, Street 322, Sangkat Boeng Keng Kang Ti Muoy, Khan Boeng Keng Kang, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/country_director_37780.html,BongThom
37785,Call For Application: Support on Issuance of Infrastructure Project Bond Issuance,Branch of Cowater International Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11-Jan-2026,TO:procurement@capred.org,099 223 998,N/A,"The CAPRED Facility
is
Australia's flagship bilateral economic
development
program
in
Cambodia, focusing
on
economic recovery
and
resilience until 2027,
with
a possible three-year extension.
The
Facility supports
Cambodia
in implementing
a
range
of
important economic reforms
to
support
the
country's economic transition. These interventions
and
reforms aim
to
encourage
more
productive
and
inclusive public
and
private investment, promoting
a
resilient, inclusive,
and
sustainable economy (RISE).","#GIA Tower G (G1701-G1710) Koh Pich City, 17th Floor, Sopheak Mongkol Rd, Sangkat Tonle Basak, Khan Chamkar Mon, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/call_for_application_support_on_issuance_37785.html,BongThom
37782,Head of Content and Strategy,"Hello Health (Cambodia) Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,10-Jan-2026,TO:nadhira@hellohealthgroup.com,N/A,N/A,"We
are
looking
for
qualified
candidate
to
fill
for
the
position below.","# 540, Lot H5a, Building H, Koh Pich Street, Village 14, Sangkat Tonle Basak, Khan Chamkar Mon, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/head_of_content_and_strategy_37782.html,BongThom
37776,Programme Officer,Erikshjalpen,N/A,N/A,Negotiable,N/A,N/A,"the spirit of Erik Nilsson (the founder of ERIKS), Christian values, and the UN Convention on the Rights of the Child (UNCRC). ERIKS envisions is a better world where children’s dreams come true . This means that ERIKS takes into account children’s dreams as driving forces to contribute to creating a world where their rights are fulfilled. ERIKS' mission is to combat poverty and vulnerability by promoting child development. ERIKS’ main strategic focus is on children’s right to education, health, protection, and survival through humanitarian response.",N/A,05-Jan-2026,TO:sharakpheap@gmail.com,N/A,N/A,"ERIKS
Development
Partner (ERIKS)
is
a Swedish non-governmental organisation
with
an administrative
office
in Sweden, where her name
was
registered
with
the Swedish government (registration number 827500-4789). ERIKS’
development
work through
the
fulfilment
of
the rights
of
the child
is
guided by its identity
and
values:
the
spirit
of
Erik Nilsson (the founder
of
ERIKS), Christian values,
and
the UN Convention
on
the Rights
of
the Child (UNCRC).
ERIKS envisions
is
a better world where children’s dreams come true
.
This
means that ERIKS takes into account children’s dreams
as
driving forces
to
contribute
to
creating
a
world where
their
rights
are
fulfilled. ERIKS' mission
is
to combat poverty
and
vulnerability by promoting child development. ERIKS’ main strategic focus
is
on children’s right
to
education, health, protection,
and
survival through humanitarian response.","Floor 9, Room 902, Phnom Penh Villa Building #26, Street 388, Sangkat Tuol Svay Prey Ti Muoy, Khan Boeng Keng Kang, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/programme_officer_37776.html,BongThom
37777,Operations Optimization Manager,"TotalEnergies Marketing (Cambodia) Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,10-Jan-2026,TO:sm-kh.hr@totalenergies.com,N/A,N/A,"TotalEnergies Marketing (Cambodia) Co., Ltd.
is
an affiliate
of
TotalEnergies,
a
broad energy company that produces
and
markets energies
on
a global scale: oil
and
biofuels, natural gas
and
green gases, renewables
and
electricity. Our 105,000 employees
are
committed
to
energy that
is
ever
more
affordable, clean, reliable
and
accessible
to
as many people
as
possible. Active
in
more than 130 countries, TotalEnergies puts sustainable
development
in
all
its dimensions
at
the heart
of
its
projects
and
operations
to contribute
to
the well-being
of
people.","ANINA Building 6th Floor, No 240, St. 271, B.P600, 12351, Sangkat Boeng Tumpun, Khan Mean Chey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/operations_optimization_manager_37777.html,BongThom
37778,Lubricant Technical Executive,"TotalEnergies Marketing (Cambodia) Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,Mechanical engineering (preferred) or Electrical or Chemical engineering or related engineering field Degree.,N/A,10-Jan-2026,TO:sm-kh.hr@totalenergies.com,N/A,N/A,"TotalEnergies Marketing (Cambodia) Co., Ltd.
is
an affiliate
of
TotalEnergies,
a
broad energy company that produces
and
markets energies
on
a global scale: oil
and
biofuels, natural gas
and
green gases, renewables
and
electricity. Our 105,000 employees
are
committed
to
energy that
is
ever
more
affordable, clean, reliable
and
accessible
to
as many people
as
possible. Active
in
more than 130 countries, TotalEnergies puts sustainable
development
in
all
its dimensions
at
the heart
of
its
projects
and
operations
to contribute
to
the well-being
of
people.","ANINA Building 6th Floor, No 240, St. 271, B.P600, 12351, Sangkat Boeng Tumpun, Khan Mean Chey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/lubricant_technical_executive_37778.html,BongThom
37775,"School Manager, Program Supervisor, Trainer, និង គ្រូបង្រៀនភាសាអង់គ្លេស",Precious Women Organization,N/A,N/A,$200 - $250,N/A,N/A,Educational (schools / universities etc.),N/A,10-Jan-2026,TO:hr@preciouswomen.org,089 378 499,N/A,"Precious Women Organization
is
a local Christian organization
in
Cambodia,
working
alongside women
who
are being exploited
in
the Entertainment Industry within Karaoke Bars
and
Beer Gardens.","#36, St. 35D, Thmei, Sangkat Dangkao, Khan Dangkao, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/school_manager_program_supervisor_traine_37775.html,BongThom
37772,Consultancy to Conduct Situation Analysis of Local/Women Entrepreneurship and Market Development,Oxfam,N/A,N/A,N/A,N/A,"Ability to demonstrate sensitivity to cultural differences and gender issues, as well as the commitment to equal opportunities. Ability to demonstrate an openness and willingness to learn about the application of gender/gender mainstreaming, women’s rights, and diversity for all aspects of development work. Commitment to Oxfam’s safeguarding policies to ensure all people who come into contact with Oxfam are as safe as possible. Organisational Values: Accountability – Our purpose-driven, results-focused approach means we take responsibility for our actions and hold ourselves accountable. We believe that others should also be held accountable for their actions. Empowerment – Our approach means that everyone involved with Oxfam, from our staff and supporters to people living in poverty, should feel they can make change happen. Inclusiveness – We are open to everyone and embrace diversity. We believe everyone has a contribution to make, regardless of visible and invisible differences. Others: Eager and required to adhere to Oxfam’s principles and values as well as the promotion of gender justice and women's rights. Understanding of and commitment to adhere to equity, diversity, gender, child safety and staff health and wellbeing principles.",N/A,N/A,07-Jan-2026,N/A,N/A,N/A,"Oxfam
is
a global movement
of
people
who
are fighting inequality
to
end poverty
and
injustice. Across regions,
from
the local
to
the global, we
work
with people
to
bring change that lasts.","No 113C, Mao Tse Tung Blvd., Sangkat Boeng Keng Kang Ti Muoy, Khan Boeng Keng Kang, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/consultancy_to_conduct_situation_analysi_37772.html,BongThom
37774,Consultancy to Design Tech Solution for Climate Resilience Partnerships,Oxfam,N/A,N/A,N/A,N/A,"Ability to demonstrate sensitivity to cultural differences and gender issues, as well as the commitment to equal opportunities. Ability to demonstrate an openness and willingness to learn about the application of gender/gender mainstreaming, women’s rights, and diversity for all aspects of development work. Commitment to Oxfam’s safeguarding policies to ensure all people who come into contact with Oxfam are as safe as possible. Organisational Values: Accountability – Our purpose-driven, results-focused approach means we take responsibility for our actions and hold ourselves accountable. We believe that others should also be held accountable for their actions. Empowerment – Our approach means that everyone involved with Oxfam, from our staff and supporters to people living in poverty, should feel they can make change happen. Inclusiveness – We are open to everyone and embrace diversity. We believe everyone has a contribution to make, regardless of visible and invisible differences. Others: Eager and required to adhere to Oxfam’s principles and values as well as the promotion of gender justice and women's rights. Understanding of and commitment to adhere to equity, diversity, gender, child safety and staff health and wellbeing principles.",N/A,N/A,10-Jan-2026,N/A,N/A,N/A,"Oxfam
is
a global movement
of
people
who
are fighting inequality
to
end poverty
and
injustice. Across regions,
from
the local
to
the global, we
work
with people
to
bring change that lasts.","No 113C, Mao Tse Tung Blvd., Sangkat Boeng Keng Kang Ti Muoy, Khan Boeng Keng Kang, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/consultancy_to_design_tech_solution_for_37774.html,BongThom
37771,Customer Service,"Indoguna (Cambodia) Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,10-Jan-2026,TO:dsan@indoguna-cambodia.com,086 360 009,N/A,"We
are
now looking
for
qualified
candidate
to fulfill
the
position below:","National Road #2, Sangkat Preaek Kampues, Khan Dangkao, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/customer_service_37771.html,BongThom
37765,Various Positions,Pour un Sourire d Enfant,N/A,N/A,Negotiable,N/A,N/A,"food, health, protection, education & schooling, vocational training and help for families.",N/A,10-Jan-2026,TO:recruitment@pse.ngo,093 617 555,N/A,"Pour un Sourire d’Enfant (PSE) -
For
a Child’s Smile
is
a non-profit organization founded by Christian
and
Marie-France des Pallières, operating
in
Cambodia since 1995. Its mission
is
to help children escape
from
destitution
and
lead
them
to decent, skilled
and
well-paid jobs.","No. 402, Trea Village, Sangkat Stueng Mean chey, Khan Mean Chey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/various_positions_37765.html,BongThom
37766,Sale Development Executive (Card),"TotalEnergies Marketing (Cambodia) Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,10-Jan-2026,TO:sm-kh.hr@totalenergies.com,N/A,N/A,"TotalEnergies Marketing (Cambodia) Co., Ltd.
is
an affiliate
of
TotalEnergies,
a
broad energy company that produces
and
markets energies
on
a global scale: oil
and
biofuels, natural gas
and
green gases, renewables
and
electricity. Our 105,000 employees
are
committed
to
energy that
is
ever
more
affordable, clean, reliable
and
accessible
to
as many people
as
possible. Active
in
more than 130 countries, TotalEnergies puts sustainable
development
in
all
its dimensions
at
the heart
of
its
projects
and
operations
to contribute
to
the well-being
of
people.","ANINA Building 6th Floor, No 240, St. 271, B.P600, 12351, Sangkat Boeng Tumpun, Khan Mean Chey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/sale_development_executive_card_37766.html,BongThom
37767,Maintenance Engineer Retail/Consumer,"TotalEnergies Marketing (Cambodia) Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,10-Jan-2026,TO:sm-kh.hr@totalenergies.com,N/A,N/A,"TotalEnergies Marketing (Cambodia) Co., Ltd.
is
an affiliate
of
TotalEnergies,
a
broad energy company that produces
and
markets energies
on
a global scale: oil
and
biofuels, natural gas
and
green gases, renewables
and
electricity. Our 105,000 employees
are
committed
to
energy that
is
ever
more
affordable, clean, reliable
and
accessible
to
as many people
as
possible. Active
in
more than 130 countries, TotalEnergies puts sustainable
development
in
all
its dimensions
at
the heart
of
its
projects
and
operations
to contribute
to
the well-being
of
people.","ANINA Building 6th Floor, No 240, St. 271, B.P600, 12351, Sangkat Boeng Tumpun, Khan Mean Chey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/maintenance_engineer_retail_consumer_37767.html,BongThom
37768,Project Engineer Retail/Consumer,"TotalEnergies Marketing (Cambodia) Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,10-Jan-2026,TO:sm-kh.hr@totalenergies.com,N/A,N/A,"TotalEnergies Marketing (Cambodia) Co., Ltd.
is
an affiliate
of
TotalEnergies,
a
broad energy company that produces
and
markets energies
on
a global scale: oil
and
biofuels, natural gas
and
green gases, renewables
and
electricity. Our 105,000 employees
are
committed
to
energy that
is
ever
more
affordable, clean, reliable
and
accessible
to
as many people
as
possible. Active
in
more than 130 countries, TotalEnergies puts sustainable
development
in
all
its dimensions
at
the heart
of
its
projects
and
operations
to contribute
to
the well-being
of
people.","ANINA Building 6th Floor, No 240, St. 271, B.P600, 12351, Sangkat Boeng Tumpun, Khan Mean Chey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/project_engineer_retail_consumer_37768.html,BongThom
37769,Retail Development Manager,"TotalEnergies Marketing (Cambodia) Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,10-Jan-2026,TO:sm-kh.hr@totalenergies.com,N/A,N/A,"TotalEnergies Marketing (Cambodia) Co., Ltd.
is
an affiliate
of
TotalEnergies,
a
broad energy company that produces
and
markets energies
on
a global scale: oil
and
biofuels, natural gas
and
green gases, renewables
and
electricity. Our 105,000 employees
are
committed
to
energy that
is
ever
more
affordable, clean, reliable
and
accessible
to
as many people
as
possible. Active
in
more than 130 countries, TotalEnergies puts sustainable
development
in
all
its dimensions
at
the heart
of
its
projects
and
operations
to contribute
to
the well-being
of
people.","ANINA Building 6th Floor, No 240, St. 271, B.P600, 12351, Sangkat Boeng Tumpun, Khan Mean Chey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/retail_development_manager_37769.html,BongThom
